58,54947,10,-1,0,0,55,-1
47,79627,15,1,27828,0,50,1
55,151474,13,-1,0,1590,38,-1
26,132661,9,-1,5013,0,40,-1
28,161674,9,-1,0,0,40,-1
36,62346,9,1,0,0,40,-1
40,227236,9,1,0,0,50,-1
19,283033,7,1,0,0,40,-1
63,298249,13,1,10605,0,40,1
42,251229,13,1,0,0,40,-1
76,199949,5,1,0,0,13,-1
23,305498,11,-1,0,0,40,-1
38,203836,3,1,0,0,40,-1
33,79440,14,1,0,0,30,-1
48,142719,14,1,0,0,40,1
56,119859,10,1,0,0,40,1
32,141410,9,1,0,0,40,-1
44,202872,10,-1,0,0,25,-1
27,198813,9,-1,0,0,40,-1
33,129707,10,1,0,0,50,-1
22,445758,3,1,0,0,40,-1
18,30246,10,-1,0,0,20,-1
44,173981,9,1,0,0,40,-1
42,108506,9,1,0,0,60,-1
34,134886,10,-1,0,0,40,-1
45,181970,9,1,0,1672,40,-1
57,282913,9,1,0,0,40,-1
59,196013,13,1,0,0,40,1
33,348491,10,-1,0,0,40,1
52,416164,9,1,0,0,49,-1
17,121037,8,-1,0,0,15,-1
29,103111,9,1,0,0,30,-1
63,147589,13,1,0,0,30,1
20,24008,10,1,0,0,24,-1
42,123838,15,1,0,1977,50,1
50,175456,9,1,0,0,50,-1
55,84774,9,-1,0,0,30,-1
27,194590,12,-1,0,0,25,-1
28,134566,13,1,0,0,45,-1
55,211678,11,1,0,0,45,-1
44,44822,10,1,0,0,40,-1
53,144586,10,-1,0,0,40,-1
23,119156,9,1,0,0,40,-1
25,371987,9,-1,0,0,40,-1
44,144125,13,-1,0,0,40,-1
55,31905,14,1,0,1977,40,1
48,121124,10,1,0,0,35,1
46,58126,9,1,0,0,40,-1
26,318518,10,1,0,0,40,-1
30,296509,4,1,0,0,45,-1
32,473133,14,1,0,0,40,1
52,155434,9,1,0,0,48,-1
52,99185,9,1,7298,0,50,1
39,56648,9,-1,0,0,47,-1
57,118481,13,1,0,1902,40,1
21,321666,9,1,594,0,40,-1
22,119838,10,1,0,0,10,-1
26,330695,10,1,0,0,40,-1
26,58039,10,1,0,0,40,-1
44,313022,11,1,0,0,40,1
42,178134,10,-1,0,0,30,-1
40,165309,10,1,0,0,43,-1
22,216181,7,1,0,0,45,-1
62,178745,9,1,0,0,45,1
44,111067,10,1,0,0,40,-1
18,163788,10,-1,0,0,40,-1
33,295591,2,1,0,0,40,-1
45,123075,9,1,0,0,50,-1
18,78045,7,1,0,0,40,-1
32,255004,10,1,0,0,40,-1
33,254221,16,-1,0,0,60,1
20,174714,10,1,0,0,15,-1
68,450580,9,1,0,0,20,-1
61,128230,4,1,0,0,50,1
48,192894,16,1,0,0,40,1
45,325390,9,1,0,0,40,-1
36,20333,9,-1,7688,0,40,1
32,128714,9,-1,0,0,32,-1
35,170797,13,-1,0,0,40,-1
39,269186,9,1,0,0,40,-1
53,127671,4,1,0,0,40,-1
30,211840,10,-1,0,0,16,-1
37,163392,9,1,0,0,40,-1
40,201495,13,1,0,0,45,-1
25,251854,10,-1,0,0,40,-1
41,279297,9,-1,0,0,60,-1
52,195462,9,1,0,0,98,1
33,170769,9,1,0,0,40,-1
28,142443,9,1,0,0,40,-1
25,182809,9,1,7298,0,40,1
53,121441,10,1,0,0,55,-1
44,275094,2,1,0,0,10,-1
35,170263,9,-1,0,0,40,-1
38,172571,10,1,0,0,58,-1
34,178615,9,1,0,0,40,-1
33,279524,9,-1,0,0,40,-1
24,165201,10,-1,0,0,45,-1
65,323006,9,-1,0,0,25,-1
29,235168,12,1,0,0,60,-1
39,114844,15,1,99999,0,65,1
46,216414,10,1,0,0,40,1
37,34378,4,1,2580,0,60,-1
47,80914,14,1,0,0,47,1
62,73292,10,1,0,0,40,-1
54,212165,9,1,0,0,60,-1
90,52386,10,1,0,0,35,-1
33,205649,12,1,0,0,20,-1
57,109638,10,1,0,1672,45,-1
25,200408,12,1,0,0,40,-1
44,187720,10,1,0,0,50,1
52,236180,13,1,0,0,50,-1
21,118693,10,1,0,0,40,-1
31,363130,9,1,0,0,18,-1
39,225544,14,1,0,0,40,-1
59,243612,9,-1,0,0,40,-1
29,160786,9,1,0,0,55,-1
49,234320,4,1,0,0,45,-1
34,314646,5,1,0,0,40,-1
22,124971,13,1,0,0,40,-1
32,209184,13,1,0,0,40,-1
39,121838,9,-1,0,0,40,-1
46,265275,14,1,0,0,60,-1
50,71417,9,1,3103,0,40,1
34,45522,9,1,0,0,40,-1
28,250135,14,-1,0,1902,55,-1
18,120283,8,-1,0,0,24,-1
20,216972,9,1,0,0,30,-1
20,116791,9,-1,0,0,40,-1
55,26290,11,-1,0,0,38,-1
22,216134,10,-1,0,0,40,-1
60,143932,14,1,0,0,40,-1
40,217120,6,1,0,0,50,-1
47,223944,10,-1,0,0,30,-1
23,185452,13,-1,0,0,35,-1
57,44273,9,-1,0,0,40,-1
52,178983,7,1,0,0,40,-1
42,219288,4,1,0,0,40,-1
25,349190,12,1,0,0,20,-1
49,158685,9,-1,0,2377,40,1
41,57924,10,1,0,0,40,-1
40,270324,11,1,0,0,30,-1
38,33001,13,1,0,0,55,1
58,204021,9,1,0,0,40,-1
26,192506,13,-1,0,0,35,-1
57,372967,6,-1,0,0,70,-1
28,273929,9,1,0,1628,60,-1
42,195821,9,-1,0,0,40,-1
28,56179,10,1,2174,0,55,-1
17,127003,5,1,0,0,40,-1
39,124090,5,1,0,0,40,-1
28,199600,9,1,0,0,40,-1
42,255847,9,1,4386,0,48,1
51,218311,10,-1,0,0,50,-1
27,167336,10,-1,0,0,39,-1
41,59938,9,-1,0,0,43,-1
28,263728,13,1,0,0,40,-1
54,278230,10,-1,10520,0,30,1
73,180603,9,-1,0,0,8,-1
49,43910,9,-1,0,0,30,-1
47,190139,14,1,0,0,40,1
27,109001,10,1,0,0,49,-1
42,159931,13,-1,0,0,45,1
32,194987,9,-1,0,0,40,-1
32,87310,9,1,0,0,41,-1
27,133937,14,1,0,0,40,-1
29,207064,9,1,0,0,40,1
22,36011,11,1,0,0,30,-1
41,168294,9,1,5178,0,40,1
49,194895,10,1,7298,0,40,1
58,49884,9,1,0,0,50,-1
41,27305,9,1,7688,0,40,1
26,229977,5,1,0,0,35,-1
21,64520,9,1,0,0,55,-1
32,134886,9,-1,0,0,2,1
37,305379,13,1,0,0,50,1
23,202284,13,1,0,0,20,-1
42,99185,10,1,0,0,40,1
25,159662,9,1,0,0,26,1
67,197865,10,-1,0,0,40,-1
41,175149,9,-1,0,0,38,-1
49,349633,14,-1,0,0,50,1
36,135293,13,-1,1506,0,45,-1
18,242893,7,1,0,0,35,-1
25,218667,3,1,0,0,40,-1
43,144811,15,1,0,0,50,-1
38,146091,16,-1,99999,0,36,1
21,206861,10,1,0,0,20,-1
65,226215,13,1,0,0,15,-1
66,114447,11,-1,0,0,35,-1
33,124187,7,1,0,0,60,-1
51,147954,9,-1,3411,0,38,-1
27,64379,9,1,0,1740,40,-1
17,156501,8,-1,0,0,16,-1
32,207668,13,1,15024,0,45,1
61,161279,9,-1,0,0,36,-1
38,225707,9,1,0,0,40,1
43,115603,10,-1,0,0,40,-1
40,506329,16,1,0,0,40,1
63,275034,13,1,0,1740,35,-1
76,172637,10,1,0,0,20,1
42,56483,12,-1,0,0,40,-1
43,144778,13,1,0,0,40,1
76,33213,14,1,0,0,30,1
41,297248,15,1,0,2415,45,1
17,137042,6,1,0,0,20,-1
30,33308,9,1,0,0,40,-1
30,158420,13,1,0,0,50,-1
22,41763,10,1,0,0,25,-1
53,220640,13,-1,0,0,20,-1
28,149734,9,-1,0,0,52,-1
25,262245,11,-1,3418,0,40,-1
24,349691,10,-1,0,0,40,-1
47,185385,6,1,0,0,40,1
34,174463,11,1,0,0,50,-1
26,236068,10,-1,0,0,20,-1
63,445168,13,-1,0,0,56,-1
25,91334,11,1,0,0,75,-1
28,33895,13,1,0,0,45,-1
36,214816,9,-1,0,0,40,-1
24,229773,13,1,0,0,40,-1
51,166386,13,-1,0,0,35,-1
44,266135,13,1,0,0,50,1
18,300379,8,1,0,0,12,-1
54,392502,10,1,0,0,40,1
61,73809,10,-1,0,0,40,-1
51,193720,13,1,0,0,45,1
43,316183,4,1,0,0,40,-1
51,162944,9,1,0,0,40,-1
50,186888,9,-1,0,0,40,1
27,330132,9,-1,0,0,25,-1
24,192017,10,1,0,0,30,-1
20,161978,10,1,0,0,20,-1
52,202930,13,1,0,0,40,1
57,323309,4,1,0,0,40,-1
49,197332,10,1,0,0,60,-1
42,204033,13,-1,0,0,35,-1
22,271274,7,-1,0,0,40,-1
38,174242,10,1,0,0,40,1
21,209483,10,-1,0,0,20,-1
39,99146,13,1,0,1887,60,1
52,102346,10,-1,0,0,35,-1
25,181666,12,-1,0,0,40,-1
50,207367,10,-1,0,0,40,-1
35,82622,10,1,0,0,80,-1
50,202296,11,-1,0,0,40,-1
58,142182,9,1,0,0,25,-1
48,94342,13,1,0,0,45,-1
30,41493,10,-1,0,0,35,-1
18,181712,7,1,0,0,12,-1
29,164607,9,1,0,0,40,-1
52,41496,10,1,0,0,45,-1
63,143098,9,1,4064,0,40,-1
36,196529,14,-1,0,0,40,1
24,157332,10,-1,0,0,42,-1
30,154935,12,1,0,0,40,-1
23,223231,9,1,0,0,40,-1
35,253860,9,-1,0,0,20,-1
21,362589,13,-1,0,0,20,-1
28,94880,10,1,0,0,43,-1
20,309580,9,1,0,0,40,-1
18,130389,7,1,0,0,20,-1
21,349365,10,-1,0,0,15,-1
27,376936,9,1,0,0,40,-1
42,179557,10,-1,0,0,40,-1
21,105577,10,-1,0,0,30,-1
51,224207,10,1,0,0,40,1
27,47907,13,-1,0,0,40,-1
23,191283,9,1,0,0,40,-1
57,20953,10,1,0,1902,40,1
22,186569,13,-1,0,0,12,-1
59,43221,5,1,0,0,60,1
38,161141,9,1,0,0,40,-1
20,203003,9,1,0,0,40,-1
90,141758,5,-1,0,0,40,-1
35,113322,11,1,0,0,40,-1
50,343847,9,1,0,0,38,1
45,214068,16,1,0,0,50,1
44,116632,14,1,0,0,50,1
23,240160,12,1,0,0,40,-1
34,516337,7,1,0,0,40,-1
23,284651,13,-1,0,0,43,-1
39,141420,10,1,0,0,40,-1
19,42750,10,1,0,0,55,-1
54,165278,10,1,0,0,40,1
40,167265,14,1,0,0,43,-1
44,139907,10,1,0,0,50,-1
31,236415,10,-1,0,0,20,1
25,312966,5,1,0,0,40,-1
33,118941,13,-1,0,0,32,1
32,198068,9,1,0,0,60,-1
36,373952,6,1,0,0,40,-1
47,236111,10,1,0,0,55,1
80,157778,14,-1,0,0,10,-1
21,143604,10,-1,0,0,8,-1
35,319831,10,1,0,0,60,-1
77,132728,14,1,0,0,45,-1
30,137606,9,1,5013,0,40,-1
35,61343,9,1,0,0,40,-1
49,268234,4,1,0,0,40,-1
33,100135,9,-1,0,1740,25,-1
53,34973,10,1,0,0,45,-1
41,323790,9,1,0,0,55,-1
57,319733,13,1,0,0,40,1
21,180339,10,-1,0,0,25,-1
19,125591,10,-1,0,0,40,-1
